experiment_id,dataset,split,model_name,commit,metric_name,metric_value,seed,B,epoch
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5368,42,NaN,46
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5386,42,NaN,47
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5721,42,NaN,47
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4943,42,NaN,48
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5334,42,NaN,48
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4842,42,NaN,49
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5201,42,NaN,49
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4919,42,NaN,50
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5254,42,NaN,50
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4866,42,NaN,51
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5181,42,NaN,51
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4844,42,NaN,52
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5235,42,NaN,52
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4917,42,NaN,53
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5261,42,NaN,53
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4893,42,NaN,54
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5251,42,NaN,54
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4992,42,NaN,55
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5222,42,NaN,55
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5050,42,NaN,56
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5261,42,NaN,56
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5006,42,NaN,57
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5312,42,NaN,57
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5252,42,NaN,58
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5577,42,NaN,58
