test_loss_mean,test_loss_std,test_acc_mean,test_acc_std,test_clf_auroc_mean,test_clf_auroc_std,test_expl_auroc_mean,test_expl_auroc_std,test_jaccard_mean,test_jaccard_std,experiment
0.0010635858949778292,0.0013675689522157349,1.0,0.0,1.0,0.0,NaN,NaN,NaN,NaN,vanilla_gcn_add_readout_then_agg
0.00018758487426263548,0.0000611871555378806,1.0,0.0,1.0,0.0,0.9508088322056066,0.048617439906208745,0.815681216931217,0.07566091055791847,bcos_gcn_add_readout_then_agg
