test_loss_mean,test_loss_std,test_acc_mean,test_acc_std,test_clf_auroc_mean,test_clf_auroc_std,test_expl_auroc_mean,test_expl_auroc_std,test_jaccard_mean,test_jaccard_std,experiment
0.00025668104348975854,0.00016675495363116134,1.0,0.0,1.0,0.0,NaN,NaN,NaN,NaN,vanilla_gin_mean
0.0005325764181422224,0.00036370109490074684,1.0,0.0,1.0,0.0,0.9396881511200297,0.0514582662277958,0.7625992063492064,0.09222075375166129,bcos_gin_mean_readout_then_agg
0.00027233998931478707,0.00003257940150177922,1.0,0.0,1.0,0.0,0.9729130589880075,0.016262226811910186,0.7474801587301587,0.08148373265073774,bcos_gin_mean_agg_then_readout
