experiment,seed,best_epoch,best_val_loss,test_loss,test_acc,test_clf_auroc,test_expl_auroc,test_jaccard
vanilla_gin_mean,0,51,0.00011450765799963847,0.00008790954350843094,1.0,1.0,NaN,NaN
vanilla_gin_mean,1,45,0.00010258737835101783,0.00042134350340347734,1.0,1.0,NaN,NaN
vanilla_gin_mean,2,43,0.00010649583826307208,0.0002607900835573673,1.0,1.0,NaN,NaN
bcos_gin_mean_readout_then_agg,0,115,0.00018711950862780214,0.0008311301260255277,1.0,1.0,0.9831562512048234,0.8617261904761905
bcos_gin_mean_readout_then_agg,1,69,0.00014198790420778096,0.00012751107919029892,1.0,1.0,0.8828706809274468,0.6793452380952383
bcos_gin_mean_readout_then_agg,2,66,0.000147274904884398,0.0006390880492108408,1.0,1.0,0.9530375212278187,0.7467261904761905
bcos_gin_mean_agg_then_readout,0,66,0.00011230831558350473,0.00024086602090392262,1.0,1.0,0.9543865164721536,0.6590476190476191
bcos_gin_mean_agg_then_readout,1,51,0.00009414313361048698,0.00030592240393161773,1.0,1.0,0.9795238902959637,0.7638690476190476
bcos_gin_mean_agg_then_readout,2,50,0.0001361637603258714,0.0002702315431088209,1.0,1.0,0.9848287701959054,0.8195238095238097
